ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,ROI
387,1976,Basic,Married,7500.0,0,0,2012-11-13,59,0.004018754186202277,0.08040201005025126,0.006376811594202898,0.04247104247104247,0.003816793893129771,0.04984423676012461,1,2,0,3,8,0,0,0,0,0,0,3,11,0,266.66666666666663
2125,1959,Graduation,Divorced,63033.0,0,0,2013-11-15,82,0.12993971868720697,0.3065326633165829,0.2782608695652174,0.8687258687258688,0.42748091603053434,0.09345794392523364,1,3,4,8,2,0,0,0,0,0,0,3,11,0,266.66666666666663
8180,1952,Master,Divorced,59354.0,1,1,2013-11-15,53,0.15606162089752176,0.010050251256281407,0.03072463768115942,0.011583011583011584,0.019083969465648856,0.04361370716510903,3,6,1,5,6,0,0,0,0,0,0,3,11,0,266.66666666666663
2569,1987,Graduation,Married,17323.0,0,0,2012-10-10,38,0.0020093770931011385,0.07035175879396985,0.009855072463768115,0.02316602316602317,0.003816793893129771,0.01557632398753894,1,1,0,3,8,0,0,0,0,0,0,3,11,0,266.66666666666663
2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,0.6738111185532485,0.11055276381909548,0.06666666666666667,0.22779922779922782,0.2595419847328244,0.14018691588785046,1,7,6,12,3,0,0,1,1,0,0,3,11,1,266.66666666666663
9736,1980,Graduation,Married,41850.0,1,1,2012-12-24,51,0.035498995311453445,0.02512562814070352,0.011014492753623189,0.007722007722007722,0.04961832061068702,0.012461059190031152,3,3,0,3,8,0,0,0,0,0,0,3,11,0,266.66666666666663
4939,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,0.05626255860683188,0.02512562814070352,0.022028985507246378,0.5791505791505792,0.04580152671755725,0.08722741433021806,2,4,1,6,7,0,0,0,0,0,0,3,11,0,266.66666666666663
6565,1949,Master,Married,76995.0,0,1,2013-03-28,91,0.6778298727394507,0.4020100502512563,0.288695652173913,0.0,0.061068702290076333,0.5482866043613707,2,11,4,9,5,0,0,0,1,0,0,3,11,0,266.66666666666663
2278,1985,2n Cycle,Single,33812.0,1,0,2012-11-03,86,0.0026791694574681848,0.08542713567839195,0.011014492753623189,0.11583011583011583,0.0916030534351145,0.12149532710280374,2,2,1,3,6,0,0,0,0,0,0,3,11,0,266.66666666666663
9360,1982,Graduation,Married,37040.0,0,0,2012-08-08,41,0.05760214333556597,0.010050251256281407,0.042318840579710144,0.26640926640926643,0.1450381679389313,0.14953271028037382,1,4,2,5,8,0,0,0,0,0,0,3,11,0,266.66666666666663
5376,1979,Graduation,Married,2447.0,1,0,2013-01-06,42,0.0006697923643670462,0.005025125628140704,1.0,0.003861003861003861,0.003816793893129771,0.003115264797507788,15,0,28,0,1,0,0,0,0,0,0,3,11,0,266.66666666666663
1993,1949,PhD,Married,58607.0,0,1,2012-12-23,63,0.5807099799062291,0.0,0.049855072463768114,0.0,0.0,0.059190031152647975,3,2,3,9,8,0,1,0,0,0,0,3,11,0,266.66666666666663
4047,1954,PhD,Married,65324.0,0,1,2014-01-11,0,0.2572002679169457,0.0,0.059130434782608696,0.08108108108108109,0.12213740458015267,0.01557632398753894,3,6,2,9,4,0,0,0,0,0,0,3,11,0,266.66666666666663
1409,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,0.18084393837910248,0.01507537688442211,0.01565217391304348,0.15057915057915058,0.022900763358778626,0.308411214953271,7,7,1,5,8,0,0,0,0,0,0,3,11,0,266.66666666666663
7892,1969,Graduation,Single,18589.0,0,0,2013-01-02,89,0.004018754186202277,0.020100502512562814,0.014492753623188406,0.05791505791505792,0.04580152671755725,0.040498442367601244,2,2,1,3,7,0,0,0,0,0,0,3,11,0,266.66666666666663
2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,0.115874079035499,0.020100502512562814,0.017391304347826087,0.011583011583011584,0.022900763358778626,0.1277258566978193,4,5,1,4,7,0,0,0,0,0,0,3,11,0,266.66666666666663
9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,0.02411252511721366,0.010050251256281407,0.02434782608695652,0.07722007722007722,0.08015267175572519,0.03115264797507788,2,2,1,4,3,0,0,0,0,0,0,3,11,0,266.66666666666663
1966,1965,PhD,Married,84618.0,0,0,2013-11-22,96,0.4581379772270596,0.5025125628140703,0.4643478260869565,0.08108108108108109,0.25190839694656486,0.0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,266.66666666666663
6864,1989,Master,Divorced,10979.0,0,0,2014-05-22,34,0.0053583389149363695,0.020100502512562814,0.005797101449275362,0.007722007722007722,0.007633587786259542,0.012461059190031152,2,3,0,3,5,0,0,0,0,0,0,3,11,0,266.66666666666663
3033,1963,Master,Together,38620.0,0,0,2013-05-11,56,0.07501674480910918,0.08542713567839195,0.025507246376811593,0.1312741312741313,0.08396946564885496,0.2772585669781931,1,2,5,3,3,0,0,0,0,0,0,3,11,0,266.66666666666663
5710,1970,Graduation,Together,40548.0,0,1,2012-10-10,31,0.07367716008037509,0.0,0.002898550724637681,0.007722007722007722,0.0,0.009345794392523364,2,2,1,4,5,0,1,0,0,0,0,3,11,0,266.66666666666663
7373,1952,PhD,Divorced,46610.0,0,2,2012-10-29,8,0.06430006697923643,0.06030150753768844,0.05565217391304347,0.1274131274131274,0.08396946564885496,0.13395638629283488,6,4,1,6,6,0,0,0,0,0,0,3,11,1,266.66666666666663
8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,0.32283991962491626,0.1708542713567839,0.27304347826086955,0.4594594594594595,0.2595419847328244,0.06853582554517133,1,3,5,9,7,0,0,0,0,0,0,3,11,0,266.66666666666663
10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,0.02679169457468185,0.0,0.011014492753623189,0.007722007722007722,0.003816793893129771,0.009345794392523364,1,2,0,3,7,0,0,0,0,0,0,3,11,0,266.66666666666663
4339,1970,PhD,Married,67353.0,0,1,2013-12-31,37,0.47019423978566643,0.08542713567839195,0.08753623188405797,0.0,0.030534351145038167,0.10903426791277258,5,5,6,12,2,0,0,0,0,0,0,3,11,0,266.66666666666663
10755,1976,2n Cycle,Married,23718.0,1,0,2013-09-02,76,0.004018754186202277,0.01507537688442211,0.008115942028985508,0.05791505791505792,0.026717557251908396,0.11214953271028037,3,3,1,2,7,0,0,0,0,0,0,3,11,0,266.66666666666663
8595,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,0.036838580040187544,0.0,0.003478260869565217,0.007722007722007722,0.0,0.012461059190031152,2,1,1,3,5,0,0,0,0,0,0,3,11,0,266.66666666666663
2968,1943,PhD,Divorced,48948.0,0,0,2013-02-01,53,0.2926992632283992,0.04020100502512563,0.11942028985507246,0.6177606177606177,0.18702290076335878,0.1308411214953271,2,7,10,5,6,1,0,0,0,0,0,3,11,1,266.66666666666663
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,0.28198258539852644,0.38190954773869346,0.31072463768115943,0.31660231660231664,0.6793893129770993,0.3177570093457944,2,8,6,5,4,0,0,0,0,0,0,3,11,0,266.66666666666663
503,1985,Master,Married,20559.0,1,0,2013-03-12,88,0.0087073007367716,0.005025125628140704,0.01681159420289855,0.011583011583011584,0.0,0.021806853582554516,2,2,0,3,8,0,0,0,0,0,0,3,11,0,266.66666666666663
8430,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,0.006028131279303415,0.0,0.003478260869565217,0.011583011583011584,0.003816793893129771,0.009345794392523364,1,0,0,3,5,0,0,0,0,0,0,3,11,0,266.66666666666663
2139,1975,Master,Married,7500.0,1,0,2013-10-02,19,0.0020093770931011385,0.005025125628140704,0.005797101449275362,0.011583011583011584,0.007633587786259542,0.037383177570093455,3,2,0,3,5,0,0,0,0,0,0,3,11,0,266.66666666666663
1371,1976,Graduation,Single,79941.0,0,0,2014-06-28,72,0.08238446081714668,0.8241206030150754,0.15420289855072464,0.8764478764478765,0.11450381679389313,0.5420560747663551,1,2,4,9,1,0,0,0,0,0,0,3,11,0,266.66666666666663
9909,1996,2n Cycle,Married,7500.0,0,0,2012-11-09,24,0.0020093770931011385,0.09045226130653267,0.008115942028985508,0.05791505791505792,0.08396946564885496,0.1557632398753894,3,3,1,3,9,0,0,0,0,0,0,3,11,1,266.66666666666663
7286,1968,Graduation,Together,41728.0,1,0,2013-05-24,92,0.0087073007367716,0.03015075376884422,0.008695652173913044,0.011583011583011584,0.019083969465648856,0.040498442367601244,1,2,0,2,10,0,0,0,0,0,0,3,11,0,266.66666666666663
6566,1954,PhD,Married,72550.0,1,1,2012-11-08,39,0.5532484929671801,0.25125628140703515,0.183768115942029,0.19305019305019305,0.1450381679389313,0.11838006230529595,9,5,2,12,8,0,0,0,0,0,0,3,11,0,266.66666666666663
8614,1957,Graduation,Widow,65486.0,0,1,2014-05-12,29,0.1640991292699263,0.09547738693467336,0.07246376811594203,0.14285714285714285,0.25572519083969464,0.04361370716510903,1,4,2,10,2,0,0,0,0,0,0,3,11,0,266.66666666666663
4114,1964,Master,Married,79143.0,0,0,2012-08-11,2,0.43536503683858,0.18592964824120603,0.45217391304347826,0.10424710424710425,0.6374045801526718,0.09968847352024922,1,6,9,13,3,0,0,0,0,0,0,3,11,0,266.66666666666663
1331,1977,Graduation,Single,35790.0,1,0,2013-01-02,54,0.008037508372404554,0.03015075376884422,0.011594202898550725,0.11583011583011583,0.003816793893129771,0.009345794392523364,2,2,0,3,7,0,0,0,0,0,0,3,11,0,266.66666666666663
2225,1977,Graduation,Divorced,82582.0,0,0,2014-06-07,54,0.3415941058271936,0.6030150753768845,0.3188405797101449,0.6023166023166023,0.15267175572519084,0.7507788161993769,1,4,9,7,1,1,0,0,1,0,0,3,11,1,266.66666666666663
9381,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,0.21969189551239116,0.04522613065326633,0.07188405797101449,0.04633204633204634,0.0916030534351145,0.3395638629283489,7,4,2,10,3,0,0,0,0,0,0,3,11,0,266.66666666666663
6260,1955,Master,Together,82384.0,0,0,2012-11-19,55,0.6590756865371734,0.2562814070351759,0.25043478260869567,0.694980694980695,0.4580152671755725,0.5919003115264797,1,3,10,13,1,0,0,1,0,0,0,3,11,1,266.66666666666663
10383,1966,Graduation,Divorced,70287.0,0,0,2013-04-02,30,0.19758874748827862,0.17587939698492464,0.27942028985507245,0.4671814671814672,0.4580152671755725,0.12461059190031153,1,5,5,10,3,0,0,0,0,0,0,3,11,1,266.66666666666663
7437,1988,Graduation,Single,27938.0,1,0,2014-04-28,31,0.0087073007367716,0.0,0.00463768115942029,0.007722007722007722,0.003816793893129771,0.01557632398753894,1,1,0,4,3,0,0,0,0,0,0,3,11,0,266.66666666666663
8375,1968,PhD,Married,55954.0,0,1,2014-03-03,63,0.2993971868720696,0.0,0.016231884057971015,0.0,0.0,0.13395638629283488,3,8,2,6,7,0,0,0,0,0,0,3,11,0,266.66666666666663
6853,1982,Master,Single,75777.0,0,0,2013-07-04,12,0.4768921634293369,0.1306532663316583,0.3118840579710145,0.26640926640926643,0.04961832061068702,0.24922118380062305,1,3,6,11,1,0,1,1,0,0,0,3,11,1,266.66666666666663
3076,1975,Graduation,Together,66653.0,1,1,2012-09-07,18,0.30274614869390487,0.09045226130653267,0.059130434782608696,0.06177606177606178,0.06870229007633588,0.018691588785046728,4,4,2,12,3,0,0,0,0,0,0,3,11,0,266.66666666666663
1012,1952,Graduation,Single,61823.0,0,1,2013-02-18,26,0.35030140656396513,0.035175879396984924,0.07768115942028986,0.14285714285714285,0.05343511450381679,0.5264797507788161,4,8,2,10,7,0,0,0,0,0,0,3,11,0,266.66666666666663
6518,1951,PhD,Widow,67680.0,0,1,2013-06-11,8,0.3657066309444072,0.0,0.027826086956521737,0.0,0.022900763358778626,0.018691588785046728,1,7,3,8,5,0,0,0,0,0,0,3,11,0,266.66666666666663
4137,1948,Graduation,Together,70666.0,0,0,2013-12-06,29,0.2665773610180844,0.20100502512562815,0.2127536231884058,0.4594594594594595,0.46564885496183206,0.09345794392523364,1,7,4,4,4,0,0,0,0,0,0,3,11,0,266.66666666666663
8082,1971,Graduation,Married,25721.0,1,0,2013-05-21,75,0.0006697923643670462,0.01507537688442211,0.003478260869565217,0.011583011583011584,0.022900763358778626,0.04672897196261682,1,1,1,2,7,0,0,0,0,0,0,3,11,1,266.66666666666663
1386,1967,Graduation,Together,32474.0,1,1,2014-05-11,0,0.006697923643670462,0.0,0.0005797101449275362,0.0,0.0,0.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,266.66666666666663
9369,1979,2n Cycle,Single,88194.0,0,1,2014-03-19,19,0.4608171466845278,0.07035175879396985,0.17913043478260868,0.7760617760617761,0.0916030534351145,0.11838006230529595,1,11,10,10,5,1,0,0,1,0,0,3,11,1,266.66666666666663
4477,1958,Graduation,Together,69096.0,0,1,2013-09-27,4,0.16543871399866042,0.24623115577889448,0.09217391304347826,0.02702702702702703,0.3129770992366412,0.3395638629283489,1,5,2,10,4,0,0,0,0,0,0,3,11,0,266.66666666666663
1357,1970,Graduation,Together,74854.0,1,2,2013-04-08,90,0.5733422638981915,0.2964824120603015,0.28231884057971013,0.22393822393822393,0.11068702290076335,0.22741433021806853,7,2,5,5,5,0,0,0,0,0,0,3,11,0,266.66666666666663
1402,1954,Master,Married,66991.0,0,0,2012-09-11,1,0.3322170127260549,0.18090452261306533,0.26666666666666666,0.7297297297297297,0.22900763358778625,0.037383177570093455,3,4,8,6,3,0,0,0,0,0,0,3,11,0,266.66666666666663
6312,1959,Graduation,Married,65031.0,0,1,2013-03-17,29,0.17280643000669793,0.5376884422110553,0.16869565217391305,0.32432432432432434,0.1412213740458015,0.26791277258566976,4,10,3,13,7,0,0,0,0,0,0,3,11,0,266.66666666666663
8132,1975,PhD,Married,60631.0,1,1,2013-04-05,88,0.3784326858673811,0.03015075376884422,0.03768115942028986,0.0,0.022900763358778626,0.059190031152647975,5,9,2,8,7,0,1,0,0,0,0,3,11,0,266.66666666666663
1050,1952,Graduation,Married,28332.0,0,0,2014-04-30,58,0.009377093101138647,0.05025125628140704,0.007536231884057971,0.015444015444015444,0.05725190839694656,0.028037383177570093,1,2,1,4,2,0,0,0,0,0,0,3,11,0,266.66666666666663
5846,1977,Graduation,Divorced,40246.0,1,0,2012-12-19,68,0.0013395847287340924,0.005025125628140704,0.003478260869565217,0.007722007722007722,0.003816793893129771,0.003115264797507788,1,1,0,2,6,0,0,0,0,0,0,3,11,0,266.66666666666663
1859,1972,Master,Married,75251.0,0,0,2012-08-27,34,0.4829202947086403,0.5577889447236181,0.536231884057971,0.37451737451737455,0.06870229007633588,0.056074766355140186,1,7,6,5,5,0,0,0,0,0,0,3,11,1,266.66666666666663
7503,1976,Graduation,Single,75825.0,0,0,2012-10-12,40,0.6912257200267917,0.5276381909547738,0.45159420289855073,0.528957528957529,0.40076335877862596,0.1588785046728972,0,5,8,9,4,1,0,0,0,0,0,3,11,1,266.66666666666663
10401,1976,2n Cycle,Together,26326.0,0,0,2013-09-04,12,0.0006697923643670462,0.0,0.002898550724637681,0.0,0.011450381679389313,0.028037383177570093,1,0,0,3,3,0,0,0,0,0,1,3,11,0,266.66666666666663
1618,1965,Graduation,Together,56046.0,0,0,2013-01-02,9,0.3864701942397857,0.0,0.03710144927536232,0.0,0.0,0.1588785046728972,2,10,1,8,8,1,0,0,0,0,0,3,11,1,266.66666666666663
3332,1985,Graduation,Single,29760.0,1,0,2012-08-29,87,0.042866711319490956,0.020100502512562814,0.03942028985507246,0.02702702702702703,0.019083969465648856,0.0529595015576324,4,3,1,4,8,0,0,0,0,0,0,3,11,0,266.66666666666663
2261,1969,Graduation,Married,26304.0,1,0,2013-06-23,5,0.0026791694574681848,0.005025125628140704,0.002898550724637681,0.007722007722007722,0.0,0.012461059190031152,1,1,0,2,7,0,0,0,0,0,0,3,11,0,266.66666666666663
5346,1973,2n Cycle,Married,23559.0,1,0,2013-07-03,87,0.016744809109176154,0.02512562814070352,0.011014492753623189,0.02702702702702703,0.0,0.07165109034267912,3,3,0,3,7,0,0,0,0,0,0,3,11,0,266.66666666666663
4119,1963,Master,Together,38620.0,0,0,2013-05-11,56,0.07501674480910918,0.08542713567839195,0.025507246376811593,0.1312741312741313,0.08396946564885496,0.2772585669781931,1,2,5,3,3,0,0,0,0,0,0,3,11,0,266.66666666666663
535,1987,Graduation,Divorced,81361.0,0,0,2014-02-25,18,0.10917615539182852,0.11557788944723618,0.24579710144927536,0.10424710424710425,0.2480916030534351,0.2367601246105919,1,3,10,13,1,0,0,0,0,0,0,3,11,0,266.66666666666663
5268,1960,Graduation,Married,29440.0,1,1,2013-08-11,95,0.011386470194239785,0.04020100502512563,0.008115942028985508,0.03861003861003861,0.015267175572519083,0.009345794392523364,2,1,0,4,7,0,0,0,0,0,0,3,11,0,266.66666666666663
273,1970,Master,Married,36138.0,1,1,2013-07-16,48,0.087073007367716,0.0,0.00927536231884058,0.0,0.0,0.01557632398753894,5,3,1,4,7,0,1,0,0,0,0,3,11,0,266.66666666666663
4452,1957,Graduation,Single,50388.0,0,1,2014-05-28,3,0.19557937039517748,0.03015075376884422,0.02144927536231884,0.0,0.011450381679389313,0.1059190031152648,4,6,1,6,7,0,1,0,1,0,0,3,11,1,266.66666666666663
8504,1973,Graduation,Married,79593.0,0,0,2014-05-12,70,0.23442732752846618,0.30150753768844224,0.3292753623188406,0.4247104247104247,0.5076335877862596,0.4517133956386293,1,5,6,7,2,0,0,1,0,0,0,3,11,0,266.66666666666663
771,1967,Graduation,Together,54178.0,0,1,2014-01-21,79,0.09042196918955124,0.04522613065326633,0.022608695652173914,0.015444015444015444,0.0,0.021806853582554516,1,2,2,5,2,0,0,0,0,0,0,3,11,0,266.66666666666663
11178,1972,Master,Single,42394.0,1,0,2014-03-23,69,0.010046885465505693,0.010050251256281407,0.005797101449275362,0.0,0.003816793893129771,0.012461059190031152,1,1,0,3,7,0,0,0,0,0,0,3,11,0,266.66666666666663
2230,1970,PhD,Married,23626.0,1,0,2014-05-24,84,0.01808439383791025,0.010050251256281407,0.008115942028985508,0.0,0.0,0.0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,266.66666666666663
7516,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,0.003348961821835231,0.01507537688442211,0.006376811594202898,0.04633204633204634,0.019083969465648856,0.028037383177570093,1,2,0,3,6,0,0,0,0,0,0,3,11,0,266.66666666666663
7247,1960,Graduation,Widow,47916.0,0,1,2012-11-22,72,0.3382451440053583,0.0,0.015072463768115942,0.0,0.0,0.2336448598130841,5,7,4,6,6,0,1,0,0,0,0,3,11,0,266.66666666666663
11100,1972,Graduation,Divorced,51813.0,1,1,2013-04-11,37,0.03415941058271935,0.010050251256281407,0.004057971014492754,0.0,0.003816793893129771,0.006230529595015576,2,2,0,3,7,0,0,0,0,0,0,3,11,0,266.66666666666663
4646,1951,2n Cycle,Married,78497.0,0,0,2013-12-01,44,0.13864701942397856,0.1306532663316583,0.25913043478260867,0.2895752895752896,0.0,0.6947040498442367,1,5,7,12,2,0,0,0,1,0,0,3,11,0,266.66666666666663
3037,1983,PhD,Married,50150.0,0,0,2013-06-20,32,0.09042196918955124,0.23115577889447236,0.05333333333333333,0.25096525096525096,0.23282442748091603,0.03426791277258567,2,5,2,7,5,0,0,0,0,0,0,3,11,0,266.66666666666663
1473,1960,2n Cycle,Single,47823.0,0,1,2013-07-23,0,0.035498995311453445,0.005025125628140704,0.002898550724637681,0.007722007722007722,0.003816793893129771,0.03115264797507788,2,2,0,3,8,0,0,0,0,0,0,3,11,0,266.66666666666663
1016,1959,PhD,Single,34554.0,0,1,2014-03-30,43,0.027461486939048894,0.005025125628140704,0.003478260869565217,0.007722007722007722,0.0,0.01557632398753894,2,2,0,3,6,0,0,0,0,0,0,3,11,0,266.66666666666663
4518,1979,Graduation,Together,85693.0,0,1,2013-04-20,59,0.25853985264567986,0.864321608040201,0.10608695652173913,0.7142857142857143,0.5038167938931297,0.34579439252336447,2,9,5,11,5,0,0,0,0,0,0,3,11,0,266.66666666666663
9370,1945,PhD,Married,65846.0,0,0,2013-05-17,68,0.37642330877428,0.40703517587939697,0.16,0.3088803088803089,0.15267175572519084,0.2523364485981308,1,6,3,6,4,0,0,0,0,0,0,3,11,0,266.66666666666663
8908,1959,Graduation,Married,87195.0,0,0,2014-05-08,35,0.14534494306764903,0.38190954773869346,0.39999999999999997,0.19305019305019305,0.09923664122137404,0.11838006230529595,1,3,11,5,1,0,0,0,0,0,0,3,11,1,266.66666666666663
8373,1979,Basic,Together,24594.0,1,0,2013-12-10,94,0.0006697923643670462,0.01507537688442211,0.003478260869565217,0.03861003861003861,0.0,0.028037383177570093,1,1,0,3,5,0,0,0,0,0,0,3,11,0,266.66666666666663
7533,1964,Graduation,Married,49096.0,1,1,2013-09-24,15,0.09645010046885465,0.005025125628140704,0.01855072463768116,0.007722007722007722,0.003816793893129771,0.021806853582554516,4,4,1,4,7,0,0,0,0,0,0,3,11,0,266.66666666666663
2683,1969,Graduation,Married,52413.0,0,2,2013-02-02,56,0.19758874748827862,0.5326633165829145,0.15710144927536232,0.2895752895752896,0.37404580152671757,0.20249221183800623,4,6,4,12,6,0,0,0,0,0,0,3,11,0,266.66666666666663
3629,1978,Graduation,Single,38557.0,1,0,2012-12-19,17,0.050904219691895514,0.01507537688442211,0.017971014492753623,0.015444015444015444,0.015267175572519083,0.08411214953271028,2,3,1,3,7,0,0,0,0,0,0,3,11,0,266.66666666666663
10991,1960,Master,Married,89058.0,0,0,2012-12-07,18,0.30408573342263895,0.9748743718592965,0.06144927536231884,0.11969111969111969,0.08396946564885496,0.13395638629283488,1,5,4,4,2,0,0,0,0,0,0,3,11,0,266.66666666666663
5077,1979,Graduation,Together,77298.0,0,1,2013-11-02,46,0.28466175485599465,0.577889447236181,0.16927536231884058,0.0888030888030888,0.13358778625954199,0.24610591900311526,1,6,6,11,3,0,0,0,0,0,0,3,11,0,266.66666666666663
7431,1991,PhD,Single,68126.0,0,0,2012-11-10,40,0.8921634293369055,0.08542713567839195,0.18028985507246376,0.0888030888030888,0.1946564885496183,0.26791277258566976,1,7,4,5,9,0,1,0,0,0,0,3,11,1,266.66666666666663
3267,1963,Master,Together,57288.0,0,1,2014-06-25,27,0.35298057602143335,0.0,0.01217391304347826,0.0,0.0,0.18691588785046728,3,8,1,8,6,0,1,0,0,0,0,3,11,0,266.66666666666663
999,1991,Graduation,Single,86037.0,0,0,2013-01-02,95,0.3281982585398526,0.22110552763819097,0.07246376811594203,0.11196911196911197,0.07633587786259542,0.06853582554517133,1,6,7,11,3,0,1,1,0,0,0,3,11,1,266.66666666666663
9215,1980,PhD,Married,43974.0,1,0,2012-12-12,19,0.25318151373074343,0.0,0.058550724637681156,0.0,0.0,0.22429906542056074,5,6,4,6,7,0,0,0,0,0,0,3,11,0,266.66666666666663
2286,1962,Graduation,Single,50785.0,1,1,2013-09-10,27,0.042866711319490956,0.005025125628140704,0.01217391304347826,0.0,0.003816793893129771,0.08411214953271028,2,2,1,3,6,0,0,0,0,0,0,3,11,0,266.66666666666663
1592,1970,Graduation,Married,90765.0,0,0,2014-01-24,25,0.3663764233087743,0.49748743718592964,0.4707246376811594,0.5830115830115831,0.3129770992366412,0.102803738317757,0,4,6,5,1,0,0,1,1,0,0,3,11,0,266.66666666666663
367,1978,2n Cycle,Married,36550.0,1,0,2013-02-19,74,0.03148024112525117,0.45226130653266333,0.0544927536231884,0.4749034749034749,0.3931297709923664,0.37383177570093457,5,9,1,5,9,0,0,0,0,0,0,3,11,0,266.66666666666663
5234,1967,2n Cycle,Together,30753.0,1,1,2013-07-11,85,0.008037508372404554,0.02512562814070352,0.014492753623188406,0.0,0.03435114503816794,0.09345794392523364,2,1,1,3,5,0,0,0,0,0,0,3,11,0,266.66666666666663
9862,1969,Graduation,Together,21918.0,1,0,2013-11-14,37,0.0006697923643670462,0.03015075376884422,0.004057971014492754,0.04247104247104247,0.019083969465648856,0.009345794392523364,2,2,0,3,6,0,0,0,0,0,0,3,11,0,266.66666666666663
9805,1953,Master,Together,56129.0,0,1,2013-06-20,65,0.2143335565974548,0.24120603015075376,0.07710144927536232,0.15057915057915058,0.2748091603053435,0.14953271028037382,4,6,2,10,4,0,0,0,0,0,0,3,11,0,266.66666666666663
6205,1967,Master,Single,32557.0,1,0,2014-02-24,13,0.02277294038847957,0.01507537688442211,0.01681159420289855,0.0,0.015267175572519083,0.03115264797507788,3,2,1,3,5,0,0,0,0,0,0,3,11,1,266.66666666666663
